video_id,as_of_date_utc,viewCount,likeCount,commentCount
z-vJNhyE8Qg,2025-09-11,73,2,1
89GZWWRSqHE,2025-09-11,165,2,0
O_6S4H_M_GE,2025-09-11,140,1,0
AIJG2C5z5w8,2025-09-11,1,0,0
iIpZx1Cl32Y,2025-09-11,149,2,0
1dvqf9sc_UM,2025-09-11,72,2,0
u1JSxxPXkyE,2025-09-11,356,3,0
EFUYmP7eZsY,2025-09-11,17,1,0
cnLQnmAK0Pk,2025-09-11,15530,46,0
RcoHKdnS10o,2025-09-11,1173,12,0
ucF1i4g8p3w,2025-09-11,85,0,0
yWPwO3Fxpfg,2025-09-11,1,0,0
iohAPIzPwUI,2025-09-11,127,1,0
U9xjAlpMZ0Q,2025-09-11,731,0,0
Cp6-Q2FM8z0,2025-09-11,637,11,8
u4KY5gmkX3k,2025-09-11,11,4,2
1G721F6y_mo,2025-09-11,14270,53,0
HZSE2PKjMUI,2025-09-11,9,0,0
pVOAupUM2wU,2025-09-11,32,0,0
Hzs6fbfJ30c,2025-09-11,357,3,2
oTm6So5ViYU,2025-09-11,701,39,5
HaaCcorlyHs,2025-09-11,154,5,0
785lzh3T2YA,2025-09-11,4,1,7
K0SXtgDIj4w,2025-09-11,427,10,2
r763oH0qwoQ,2025-09-11,3,0,0
x2wLlLyB1RE,2025-09-11,29,2,0
RrEMtEi-0LQ,2025-09-11,355,9,2
Jl506MGuTbk,2025-09-11,1607,10,0
nA4vrQvkQks,2025-09-11,236,3,0
WkLKkrDQbrA,2025-09-11,1098,17,0
-VgJUIbgKA4,2025-09-11,74,6,0
DrGte6oPlz4,2025-09-11,85,1,0
x8-KF7YluTE,2025-09-11,140,0,0
inb2lYHeCAg,2025-09-11,26,1,0
JpZeBTgEQmw,2025-09-11,89,2,0
3fqaJYVs00w,2025-09-11,309,4,0
hnolzYQb3Sc,2025-09-11,178733,905,3
QsrOzapGuq0,2025-09-11,10,4,0
-f9vHcHY0eI,2025-09-11,1735,250,1
_ZjZb2wQxRA,2025-09-11,10,1,0
Yr4Ut47OSd8,2025-09-11,19,2,0
7j9mOVoSgNo,2025-09-11,270,1,0
RInsjFm8CWo,2025-09-11,1320,17,0
oilyk07-p4g,2025-09-11,150,8,0
w-g3Zpwh60A,2025-09-11,55,2,0
